,monthly_rent,property_type,rooms,parking,bathroom,size,furnished,region,AC,Cooking,Internet,Pub_Trsp,No_Afac,Washing_Machine,BBQ,Club_House,Gym,Jog,Lift,Minimart,MP_Hall,No_Fac,Parking,Playground,Sauna,Security,Squash,Pool,Tennis
9461,1400.0,0,10,0.0,2.0,970,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
9462,603.0,2,10,2.0,1.0,592,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
9463,1100.0,2,12,0.0,2.0,850,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
9464,1700.0,2,12,1.0,2.0,938,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0
9465,800.0,0,12,0.0,2.0,650,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
9466,1400.0,2,12,2.0,2.0,800,2,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0
9467,2200.0,7,7,1.0,1.0,499,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0
9468,1400.0,0,12,0.0,2.0,730,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
9469,2900.0,2,18,3.0,5.0,2562,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0
9470,1300.0,0,12,1.0,2.0,930,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9471,1300.0,0,12,1.0,2.0,900,2,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0
9472,1400.0,2,12,1.0,2.0,926,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
9473,2800.0,2,14,3.0,3.0,1614,2,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0
9474,2900.0,2,18,3.0,5.0,2562,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0
9475,1200.0,0,12,1.0,2.0,852,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9476,3300.0,2,12,2.0,2.0,1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9477,2300.0,2,14,2.0,3.0,1362,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0
9478,1400.0,2,12,1.0,2.0,926,2,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0
9479,1999.0,2,7,0.0,1.0,615,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1
9480,3000.0,7,10,1.0,2.0,717,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0
9481,1200.0,0,12,0.0,2.0,806,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9482,2800.0,2,12,1.0,2.0,1369,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1
9483,750.0,0,12,0.0,1.0,650,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
9484,700.0,4,12,0.0,2.0,650,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
9485,1600.0,2,12,1.0,2.0,920,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
9486,1200.0,0,12,1.0,2.0,850,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
9487,2500.0,2,12,1.0,2.0,1250,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1
9488,2200.0,2,12,2.0,2.0,850,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
9489,1000.0,0,12,0.0,2.0,657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9490,2500.0,2,12,1.0,2.0,1250,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1
9491,1700.0,2,12,1.0,2.0,1120,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0
9492,2700.0,0,12,1.0,2.0,1300,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
9493,1700.0,2,12,1.0,2.0,950,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1
9494,2700.0,0,12,1.0,2.0,1300,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9495,1400.0,7,10,2.0,2.0,900,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9496,1900.0,7,14,1.0,2.0,942,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9497,1500.0,0,12,0.0,2.0,650,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9498,1600.0,2,7,2.0,1.0,526,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0
9499,1400.0,2,12,1.0,2.0,755,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0
9500,5800.0,2,14,2.0,4.0,2178,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1
9501,1250.0,2,12,1.0,2.0,817,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0
9502,1700.0,2,12,1.0,2.0,1124,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9503,1600.0,2,12,1.0,2.0,960,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0
9504,900.0,0,12,0.0,2.0,850,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9505,1000.0,2,12,0.0,2.0,850,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0
9506,1100.0,0,12,0.0,2.0,1000,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0
9507,1600.0,2,12,2.0,2.0,1333,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0
9508,1800.0,2,12,1.0,2.0,800,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
9509,3200.0,7,12,2.0,2.0,1350,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
9510,2700.0,7,10,2.0,2.0,1044,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
9511,1300.0,2,12,0.0,2.0,800,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
9512,1300.0,2,12,0.0,2.0,800,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
9513,1400.0,7,12,0.0,2.0,850,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
9514,1800.0,7,7,1.0,1.0,600,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
9515,1200.0,2,12,1.0,2.0,966,2,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0
9516,2500.0,7,10,1.0,2.0,950,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0
9517,1300.0,2,12,1.0,2.0,800,2,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
9518,1450.0,2,12,0.0,2.0,1224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9519,1550.0,7,12,1.0,2.0,1065,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
9520,1300.0,2,12,1.0,2.0,1152,2,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0
9521,1300.0,0,12,1.0,2.0,828,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
9522,1400.0,2,12,1.0,2.0,1100,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0
9523,1800.0,2,12,1.0,2.0,1109,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0
9524,1800.0,2,12,1.0,2.0,1100,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1
9525,2100.0,2,14,1.0,2.0,1300,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0
9526,2000.0,2,14,2.0,3.0,1700,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
9527,2000.0,2,14,2.0,2.0,1450,2,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0
9528,1250.0,2,12,1.0,2.0,1178,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1
9529,900.0,0,12,0.0,2.0,850,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
9530,1500.0,7,7,1.0,1.0,520,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0
9531,1500.0,7,7,0.0,1.0,684,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
9532,1600.0,2,7,2.0,1.0,526,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0
9533,1650.0,2,14,0.0,3.0,1350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9534,1600.0,7,14,2.0,2.0,1000,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0
9535,1800.0,0,12,0.0,2.0,876,2,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0
9536,1200.0,7,10,1.0,2.0,900,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
9537,1650.0,2,14,0.0,3.0,1350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9538,1700.0,2,10,1.0,2.0,870,2,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1
9539,1100.0,2,14,1.0,2.0,1000,2,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
9540,1500.0,2,12,0.0,2.0,938,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1
9541,1600.0,2,12,0.0,2.0,1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9542,1600.0,2,12,1.0,2.0,1200,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
9543,1600.0,2,12,1.0,2.0,1142,2,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0
9544,1499.0,2,12,0.0,2.0,804,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
9545,1500.0,2,14,0.0,2.0,1142,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
9546,1800.0,2,12,1.0,2.0,1200,2,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0
9547,1600.0,0,12,0.0,2.0,1100,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0
9548,1650.0,2,12,1.0,2.0,938,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1
9549,999.0,2,12,0.0,2.0,804,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
9550,1099.0,0,12,0.0,2.0,800,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9551,2200.0,7,10,1.0,1.0,495,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0
9552,1750.0,7,10,1.0,1.0,700,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0
9553,2200.0,7,7,0.0,1.0,581,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0
9554,1499.0,0,12,0.0,2.0,800,2,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0
9555,1500.0,2,12,2.0,2.0,950,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
9556,1100.0,0,12,0.0,2.0,800,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9557,2300.0,2,12,2.0,3.0,1216,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0
9558,2700.0,7,12,1.0,2.0,890,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0
9559,2600.0,7,10,1.0,1.0,635,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0
9560,3000.0,2,10,0.0,2.0,1150,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
9561,3500.0,7,12,2.0,2.0,940,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0
9562,1400.0,7,12,0.0,2.0,819,2,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0
9563,2300.0,2,14,2.0,2.0,1184,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
9564,1400.0,2,12,2.0,2.0,801,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
9565,3500.0,7,10,1.0,2.0,813,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0
9566,2300.0,7,10,1.0,1.0,495,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9567,2600.0,7,10,2.0,1.0,751,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1
9568,1000.0,2,12,1.0,2.0,1200,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
9569,1800.0,7,12,1.0,2.0,1300,2,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1
9570,1350.0,2,12,1.0,2.0,980,2,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
9571,2000.0,7,7,0.0,1.0,550,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0
9572,600.0,2,10,1.0,1.0,591,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0
9573,1200.0,2,12,1.0,2.0,980,2,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
9574,750.0,0,12,1.0,2.0,660,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
9575,700.0,0,12,0.0,2.0,715,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9576,1200.0,0,12,1.0,2.0,900,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
9577,1700.0,2,12,2.0,2.0,1000,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
9578,2000.0,7,7,1.0,2.0,910,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0
9579,999.0,2,12,1.0,2.0,800,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
9580,2000.0,7,12,2.0,2.0,827,2,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0
9581,1300.0,2,12,1.0,2.0,748,2,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0
9582,1600.0,7,10,1.0,2.0,916,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0
9583,1600.0,2,12,1.0,2.0,850,2,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
9584,900.0,0,10,1.0,2.0,600,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9585,1000.0,0,12,1.0,2.0,750,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0
9586,1700.0,0,10,1.0,2.0,866,2,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1
9587,1350.0,2,12,1.0,2.0,900,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
9588,2800.0,7,10,1.0,2.0,823,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0
9589,1200.0,2,12,2.0,2.0,936,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1
9590,3200.0,2,12,1.0,3.0,1700,2,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
9591,800.0,4,10,0.0,1.0,600,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9592,1250.0,2,12,1.0,2.0,950,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
9593,1200.0,2,7,1.0,1.0,520,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1
9594,2000.0,2,12,2.0,2.0,800,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
9595,900.0,4,10,1.0,1.0,600,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9596,1200.0,2,12,1.0,2.0,806,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
9597,2500.0,0,10,1.0,2.0,866,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1
9598,2800.0,2,14,2.0,4.0,1800,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
9599,2300.0,0,10,1.0,2.0,866,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1
9600,2500.0,7,14,2.0,3.0,1027,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
9601,2100.0,2,7,1.0,1.0,720,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
9602,1400.0,0,12,0.0,2.0,850,2,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0
9603,4000.0,6,10,0.0,2.0,1900,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9604,3500.0,2,12,1.0,2.0,1681,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
9605,1499.0,7,12,1.0,2.0,850,2,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0
9606,750.0,4,10,0.0,1.0,600,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9607,900.0,0,12,0.0,1.0,653,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
9608,1500.0,7,7,0.0,1.0,350,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9609,1000.0,0,12,1.0,2.0,900,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
9610,1499.0,7,12,1.0,2.0,816,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9611,2000.0,7,7,0.0,1.0,500,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
9612,1800.0,0,12,1.0,2.0,1300,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9613,800.0,0,12,0.0,2.0,935,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9614,1000.0,2,10,1.0,1.0,700,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
9615,2500.0,2,14,1.0,2.0,1784,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0
9616,1500.0,7,12,1.0,2.0,918,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0
9617,1650.0,7,7,0.0,1.0,430,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0
9618,2200.0,7,12,1.0,2.0,1007,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0
9619,604.0,2,10,2.0,1.0,590,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
9620,3300.0,7,12,2.0,3.0,1302,2,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
9621,1300.0,0,12,2.0,2.0,962,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
9622,1400.0,2,12,2.0,2.0,850,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
9623,1200.0,2,12,2.0,2.0,800,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
9624,1600.0,7,12,1.0,2.0,1041,2,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
9625,1300.0,2,12,1.0,2.0,1100,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0
9626,2500.0,2,12,2.0,2.0,1200,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0
9627,2700.0,0,10,0.0,1.0,635,2,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0
9628,3200.0,2,12,0.0,2.0,1319,2,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0
9629,1250.0,2,12,1.0,2.0,962,2,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1
9630,1600.0,2,12,2.0,2.0,1385,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9631,1450.0,0,12,1.0,2.0,850,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9632,1500.0,0,12,1.0,2.0,980,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
9633,3800.0,2,12,3.0,2.0,1550,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0
9634,1100.0,2,12,0.0,2.0,800,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
9635,1500.0,0,12,1.0,2.0,980,2,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0
9636,1500.0,2,12,1.0,2.0,1100,2,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1
9637,1000.0,0,12,0.0,2.0,657,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
9638,1800.0,2,12,2.0,2.0,1002,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1
9639,1500.0,2,12,1.0,2.0,800,2,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0
9640,1350.0,0,10,1.0,2.0,850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9641,2500.0,2,14,2.0,3.0,1518,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0
9642,1100.0,7,7,0.0,1.0,410,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0
9643,900.0,0,12,0.0,2.0,950,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
9644,1400.0,2,12,0.0,2.0,850,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
9645,2300.0,2,14,2.0,2.0,1184,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
9646,1400.0,2,12,0.0,2.0,926,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0
9647,1500.0,0,12,0.0,2.0,980,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
9648,2600.0,2,14,2.0,2.0,1219,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0
9649,1400.0,7,10,2.0,2.0,900,2,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0
9650,2000.0,7,10,2.0,2.0,903,2,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0
9651,1800.0,7,7,0.0,1.0,500,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0
9652,4200.0,2,14,2.0,3.0,1838,2,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0
9653,5200.0,2,14,2.0,4.0,1933,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0
9654,12500.0,2,16,3.0,4.0,4098,2,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0
9655,3500.0,2,14,0.0,3.0,1632,2,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0
9656,1400.0,7,12,0.0,2.0,850,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9657,2750.0,9,14,2.0,3.0,2000,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
9658,602.0,2,10,1.0,1.0,590,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0
9659,1300.0,0,10,0.0,2.0,970,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
9660,1800.0,7,12,1.0,2.0,850,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
9661,1300.0,0,12,2.0,2.0,962,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
9662,1600.0,2,12,1.0,2.0,1142,2,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0
9663,1600.0,2,7,0.0,1.0,384,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0
