,monthly_rent,property_type,rooms,parking,bathroom,size,furnished,region,AC,Cooking,Internet,Pub_Trsp,No_Afac,Washing_Machine,BBQ,Club_House,Gym,Jog,Lift,Minimart,MP_Hall,No_Fac,Parking,Playground,Sauna,Security,Squash,Pool,Tennis
4212,1700.0,2,10,2.0,2.0,840,2,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4213,2400.0,7,10,1.0,1.0,710,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
4214,1700.0,0,12,1.0,2.0,850,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
4215,2800.0,7,12,2.0,4.0,1250,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0
4216,2800.0,2,14,2.0,3.0,1600,2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4217,1800.0,7,12,1.0,2.0,850,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4218,1400.0,0,12,1.0,2.0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4219,1400.0,7,7,0.0,1.0,358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4220,1450.0,0,12,1.0,2.0,1100,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4221,1600.0,2,7,1.0,1.0,686,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4222,1800.0,7,7,1.0,1.0,320,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4223,800.0,0,12,0.0,2.0,650,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
4224,1700.0,2,12,1.0,2.0,1100,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4225,1300.0,2,12,2.0,2.0,1081,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1
4226,2000.0,7,12,1.0,2.0,850,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0
4227,1600.0,7,7,0.0,1.0,500,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0
4228,1600.0,7,12,0.0,2.0,926,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4229,2400.0,2,12,1.0,2.0,1000,2,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
4230,1100.0,0,12,1.0,2.0,650,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4231,4300.0,2,14,2.0,3.0,1826,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
4232,2000.0,2,10,0.0,1.0,600,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1
4233,2200.0,7,10,2.0,2.0,794,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0
4234,850.0,4,12,0.0,1.0,650,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0
4235,1200.0,0,12,1.0,2.0,873,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
4236,1600.0,2,12,1.0,2.0,950,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4237,1700.0,7,12,0.0,2.0,819,2,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0
4238,2100.0,2,12,2.0,2.0,1050,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
4239,1300.0,7,12,2.0,2.0,1050,2,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0
4240,1200.0,2,12,1.0,2.0,1400,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
4241,1400.0,0,12,1.0,2.0,1000,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0
4242,1300.0,2,12,1.0,2.0,750,2,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0
4243,1500.0,2,12,1.0,2.0,1200,2,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0
4244,1200.0,0,12,0.0,2.0,730,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
4245,2100.0,7,12,1.0,2.0,819,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4246,2300.0,2,7,1.0,1.0,672,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1
4247,1500.0,2,12,1.0,2.0,938,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1
4248,950.0,0,12,1.0,1.0,850,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
4249,3500.0,2,14,2.0,3.0,1491,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4250,700.0,0,10,0.0,1.0,600,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
4251,2500.0,2,7,1.0,2.0,800,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0
4252,1000.0,0,12,1.0,2.0,850,2,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0
4253,2300.0,2,10,1.0,2.0,1100,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0
4254,2250.0,7,10,1.0,1.0,720,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
4255,1200.0,2,12,1.0,2.0,850,2,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
4256,2800.0,2,12,2.0,3.0,1200,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1
4257,800.0,0,12,0.0,2.0,650,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4258,1900.0,0,12,0.0,2.0,707,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0
4259,1600.0,0,12,1.0,2.0,810,2,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0
4260,4300.0,2,12,2.0,3.0,1360,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0
4261,4000.0,2,12,2.0,3.0,1360,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0
4262,2300.0,7,10,1.0,1.0,648,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0
4263,2150.0,7,7,1.0,2.0,900,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0
4264,2350.0,2,12,1.0,2.0,1500,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0
4265,2000.0,2,12,1.0,2.0,1300,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0
4266,1750.0,2,12,1.0,2.0,850,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
4267,2200.0,2,7,0.0,1.0,720,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
4268,2000.0,7,10,0.0,2.0,900,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0
4269,4500.0,2,10,0.0,2.0,1400,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0
4270,3200.0,2,12,0.0,2.0,1300,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1
4271,1300.0,0,10,1.0,2.0,550,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0
4272,1700.0,7,12,1.0,2.0,900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4273,1500.0,2,12,2.0,3.0,1106,2,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0
4274,3400.0,2,12,1.0,2.0,1485,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1
4275,1550.0,2,14,2.0,2.0,1200,2,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0
4276,1700.0,2,12,2.0,2.0,926,2,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0
4277,1600.0,7,12,1.0,2.0,926,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
4278,1800.0,2,14,2.0,2.0,1065,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4279,2300.0,2,14,2.0,2.0,1184,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4280,1200.0,0,10,0.0,1.0,700,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4281,2200.0,2,14,2.0,2.0,1184,2,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0
4282,1700.0,2,12,2.0,2.0,926,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1
4283,900.0,0,10,0.0,1.0,560,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4284,1350.0,2,12,1.0,2.0,950,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1
4285,2100.0,7,12,1.0,2.0,850,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
4286,1500.0,0,12,1.0,2.0,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
4287,1800.0,2,12,1.0,2.0,1100,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1
4288,2950.0,2,10,2.0,2.0,1175,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
4289,2300.0,7,14,2.0,2.0,1150,2,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
4290,1600.0,7,12,1.0,2.0,878,2,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0
4291,2200.0,2,10,2.0,2.0,950,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0
4292,1500.0,2,12,2.0,2.0,1100,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0
4293,1000.0,0,12,0.0,2.0,700,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
4294,2200.0,2,12,2.0,2.0,1046,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
4295,1200.0,7,7,1.0,1.0,592,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1
4296,2700.0,7,10,1.0,1.0,797,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0
4297,1800.0,7,10,0.0,2.0,855,2,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1
4298,1400.0,2,12,0.0,2.0,918,2,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0
4299,1000.0,0,12,1.0,2.0,830,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4300,1700.0,2,12,1.0,2.0,900,2,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1
4301,1800.0,2,10,1.0,2.0,840,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1
4302,850.0,4,12,0.0,2.0,750,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
4303,1800.0,0,12,2.0,2.0,928,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0
4304,700.0,4,10,0.0,2.0,500,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4305,2500.0,2,10,2.0,2.0,997,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0
4306,1500.0,7,12,2.0,2.0,798,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
4307,1500.0,7,7,0.0,1.0,500,2,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0
4308,1680.0,2,12,0.0,2.0,1100,2,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1
4309,800.0,4,12,0.0,1.0,705,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4310,1200.0,2,12,0.0,2.0,978,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4311,3500.0,2,12,2.0,2.0,940,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0
4312,1500.0,2,12,1.0,2.0,1220,2,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1
4313,1200.0,0,12,0.0,2.0,826,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4314,2000.0,0,12,1.0,2.0,770,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
4315,1000.0,0,12,1.0,1.0,652,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
4316,2000.0,2,12,0.0,2.0,950,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0
4317,1650.0,0,12,0.0,2.0,800,2,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0
4318,2200.0,7,10,2.0,2.0,950,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0
4319,1500.0,7,7,1.0,1.0,520,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0
4320,1600.0,7,7,1.0,1.0,540,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0
4321,1200.0,2,12,1.0,2.0,857,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
4322,2500.0,2,14,2.0,3.0,1264,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4323,2400.0,7,10,1.0,2.0,845,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
4324,2000.0,7,10,1.0,1.0,697,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
4325,2200.0,7,10,1.0,2.0,850,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0
4326,6500.0,2,14,2.0,4.0,2257,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4327,8000.0,2,16,4.0,4.0,1830,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1
4328,7000.0,2,16,2.0,4.0,1830,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1
4329,1199.0,3,12,1.0,2.0,990,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
4330,900.0,0,12,0.0,2.0,650,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4331,1350.0,7,7,1.0,1.0,623,2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
4332,1200.0,0,12,0.0,2.0,850,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
4333,1400.0,2,12,0.0,2.0,834,2,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0
4334,600.0,4,10,0.0,1.0,560,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
4335,2200.0,7,12,0.0,3.0,914,2,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
4336,1400.0,0,12,0.0,2.0,850,2,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
4337,1600.0,2,12,0.0,2.0,1056,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4338,800.0,0,12,1.0,2.0,850,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
4339,9000.0,2,14,3.0,5.0,4356,2,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0
4340,700.0,4,12,0.0,1.0,550,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
4341,3800.0,6,12,0.0,2.0,1500,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
4342,1400.0,7,7,0.0,1.0,640,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0
4343,2800.0,2,10,1.0,1.0,1369,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1
4344,1900.0,0,12,1.0,2.0,850,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0
4345,2800.0,2,12,2.0,2.0,940,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4346,1400.0,2,12,0.0,2.0,903,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0
4347,1300.0,7,10,0.0,2.0,650,2,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0
4348,2600.0,2,14,2.0,2.0,1000,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0
4349,2000.0,2,14,2.0,2.0,1000,2,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1
4350,750.0,0,12,0.0,2.0,750,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4351,1100.0,7,12,1.0,2.0,808,2,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0
4352,1800.0,2,12,2.0,2.0,850,2,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1
4353,1500.0,2,12,1.0,2.0,1040,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1
4354,2000.0,7,10,1.0,2.0,742,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0
4355,1600.0,0,12,0.0,2.0,947,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4356,2300.0,7,12,2.0,2.0,827,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0
4357,1400.0,0,12,1.0,2.0,820,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
4358,2200.0,2,7,0.0,1.0,660,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1
4359,2000.0,2,12,1.0,2.0,1015,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1
4360,2200.0,2,7,1.0,1.0,660,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1
4361,1600.0,2,16,1.0,3.0,2480,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
4362,4700.0,7,10,2.0,2.0,1098,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0
4363,3700.0,7,7,1.0,1.0,775,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0
4364,1300.0,2,12,1.0,2.0,1000,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4365,1450.0,2,12,2.0,2.0,927,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4366,1400.0,2,10,1.0,2.0,870,2,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1
4367,1600.0,0,12,0.0,2.0,810,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
4368,12000.0,2,18,2.0,5.0,4300,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
4369,1999.0,7,7,1.0,1.0,500,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0
4370,2400.0,7,12,1.0,2.0,667,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0
4371,1600.0,2,14,0.0,2.0,1100,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0
4372,1000.0,0,12,0.0,2.0,850,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
4373,1800.0,2,14,2.0,3.0,1270,2,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0
4374,2100.0,7,12,0.0,2.0,850,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1
4375,1150.0,0,14,0.0,2.0,650,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
4376,2000.0,8,7,0.0,1.0,440,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0
4377,850.0,0,12,1.0,2.0,650,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0
4378,1600.0,2,12,1.0,2.0,960,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
4379,1300.0,7,10,2.0,2.0,650,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0
4380,1900.0,7,12,1.0,2.0,850,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0
4381,1500.0,0,10,1.0,2.0,746,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0
4382,1850.0,7,12,1.0,2.0,860,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
4383,1700.0,7,7,1.0,1.0,581,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
4384,1750.0,2,10,1.0,2.0,725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4385,1300.0,2,12,1.0,2.0,1200,2,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
4386,1700.0,7,12,2.0,2.0,1095,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0
4387,1600.0,0,12,1.0,2.0,1200,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0
4388,1300.0,7,7,1.0,1.0,600,2,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0
4389,1600.0,7,10,1.0,1.0,510,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
4390,1600.0,2,12,1.0,2.0,1000,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4391,3000.0,7,7,0.0,1.0,800,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
4392,1400.0,0,12,1.0,2.0,850,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4393,1200.0,2,7,0.0,1.0,350,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0
4394,4000.0,2,12,1.0,2.0,1402,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0
4395,1000.0,2,12,2.0,2.0,1000,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4396,1000.0,2,12,2.0,2.0,1000,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4397,1800.0,7,12,1.0,2.0,878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4398,1700.0,7,7,0.0,1.0,494,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4399,5000.0,2,12,0.0,2.0,1211,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0
4400,1000.0,2,12,2.0,2.0,1000,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4401,2300.0,2,12,1.0,2.0,1570,2,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
4402,1100.0,0,12,1.0,2.0,860,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
4403,3500.0,2,12,0.0,3.0,1118,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0
4404,1700.0,2,12,2.0,2.0,1016,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
4405,1400.0,7,12,1.0,2.0,850,2,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0
4406,1500.0,0,12,1.0,2.0,1100,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0
4407,1700.0,2,12,2.0,2.0,1100,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4408,1800.0,2,12,1.0,2.0,1000,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0
4409,2200.0,2,12,0.0,2.0,862,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
4410,1500.0,2,12,2.0,2.0,900,2,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0
4411,2500.0,0,12,1.0,2.0,810,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0
4412,2500.0,7,7,1.0,1.0,607,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1
4413,1500.0,0,12,1.0,2.0,850,2,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1
4414,1700.0,0,12,1.0,2.0,850,2,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1
