,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
15740,3990,Selangor - Petaling Jaya,Service Residence,3.0,0.0,2.0,1215,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track, Gymnasium, Sauna, Barbeque area, Tennis Court, Minimart, Multipurpose hall",Near KTM/LRT,Selangor
15741,1100,Selangor - Semenyih,Apartment,3.0,1.0,2.0,1066,Partially Furnished,"Parking, Security, Lift, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor
15742,1380,Selangor - Bandar Mahkota Cheras,Condominium,3.0,2.0,2.0,1164,Partially Furnished,"Club house, Security, Gymnasium, Lift, Minimart, Playground, Multipurpose hall, Tennis Court, Barbeque area, Sauna, Parking, Swimming Pool, Squash Court, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor
15743,1400,Selangor - Klang,Apartment,3.0,0.0,2.0,1100,Partially Furnished,"Parking, Security","Cooking Allowed, Washing Machine",Selangor
15744,1300,Selangor - Petaling Jaya,Apartment,3.0,2.0,2.0,850,Partially Furnished,None,None,Selangor
15745,2000,Selangor - Shah Alam,Condominium,3.0,0.0,2.0,1023,Not Furnished,None,None,Selangor
15746,400,Selangor - Kajang,Flat,2.0,0.0,1.0,603,Not Furnished,None,"Cooking Allowed, Near KTM/LRT",Selangor
15747,4500,Selangor - Subang Jaya,Condominium,4.0,2.0,4.0,1927,Fully Furnished,"Swimming Pool, Security, Parking, Gymnasium, Multipurpose hall, Lift, Playground, Barbeque area, Jogging Track, Minimart","Air-Cond, Near KTM/LRT, Washing Machine",Selangor
15748,1250,Selangor - Kajang,Apartment,3.0,2.0,2.0,1050,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Lift, Gymnasium, Barbeque area, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
15749,1500,Selangor - Kajang,Apartment,4.0,0.0,3.0,1593,Not Furnished,None,Air-Cond,Selangor
15750,550,Selangor - Kajang,Flat,3.0,0.0,2.0,667,Not Furnished,None,Cooking Allowed,Selangor
15751,1500,Selangor - Cyberjaya,Service Residence,3.0,1.0,2.0,850,Fully Furnished,"Parking, Jogging Track, Security, Swimming Pool, Playground, Gymnasium, Sauna, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
15752,850,Selangor - Semenyih,Condominium,3.0,2.0,2.0,860,Partially Furnished,"Parking, Security, Lift, Gymnasium, Playground, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
15753,1600,Selangor - Bandar Bukit Raja,Apartment,3.0,0.0,2.0,900,Partially Furnished,"Security, Parking, Barbeque area, Swimming Pool",None,Selangor
15754,45000,Selangor - Kajang,Flat,2.0,0.0,1.0,603,Not Furnished,None,"Cooking Allowed, Near KTM/LRT",Selangor
15755,1100,Selangor - Semenyih,Apartment,3.0,2.0,2.0,900,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor
15756,1600,Selangor - Port Klang,Service Residence,3.0,2.0,2.0,890,Partially Furnished,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed",Selangor
15757,1300,Selangor - Kajang,Service Residence,1.0,1.0,1.0,575,Fully Furnished,"Multipurpose hall, Parking, Security, Barbeque area, Swimming Pool, Jogging Track, Playground, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
15758,400,Selangor - Kajang,Flat,2.0,0.0,1.0,602,Not Furnished,None,"Cooking Allowed, Near KTM/LRT",Selangor
15759,2300,Selangor - Shah Alam,Condominium,4.0,0.0,3.0,1714,Fully Furnished,"Parking, Tennis Court, Playground, Swimming Pool, Gymnasium, Security, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
15760,550,Selangor - Kajang,Apartment,3.0,0.0,2.0,657,Not Furnished,"Barbeque area, Playground, Parking",Cooking Allowed,Selangor
15761,450,Selangor - Semenyih,Flat,3.0,0.0,2.0,650,Not Furnished,None,None,Selangor
15762,850,Selangor - Kajang,Condominium,3.0,2.0,2.0,850,Partially Furnished,"Gymnasium, Playground, Multipurpose hall, Swimming Pool",Cooking Allowed,Selangor
15763,1300,Selangor - Semenyih,Apartment,3.0,2.0,2.0,800,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor
15764,950,Selangor - Semenyih,Apartment,3.0,2.0,2.0,900,Partially Furnished,"Parking, Lift, Swimming Pool, Playground, Gymnasium",Cooking Allowed,Selangor
15766,1300,Selangor - Cyberjaya,Apartment,3.0,0.0,2.0,1000,Not Furnished,"Security, Swimming Pool, Minimart, Parking, Lift, Gymnasium, Playground, Jogging Track","Air-Cond, Cooking Allowed",Selangor
15767,850,Selangor - Setia Alam,Apartment,3.0,1.0,3.0,2,Partially Furnished,"Parking, Security, Lift, Playground, Minimart, Jogging Track",Cooking Allowed,Selangor
15768,2800,Selangor - Petaling Jaya,Condominium,2.0,2.0,1.0,703,Fully Furnished,None,None,Selangor
15769,1550,Selangor - Ampang,Condominium,3.0,1.0,2.0,1200,Partially Furnished,"Playground, Security, Swimming Pool, Gymnasium, Parking",None,Selangor
15770,1300,Selangor - Cheras,Condominium,3.0,0.0,2.0,1080,Not Furnished,"Barbeque area, Parking, Multipurpose hall, Playground, Swimming Pool, Gymnasium",Cooking Allowed,Selangor
15771,800,Selangor - Shah Alam,Flat,2.0,0.0,1.0,600,Not Furnished,None,None,Selangor
15772,850,Selangor - Semenyih,Apartment,2.0,2.0,2.0,1063,Partially Furnished,"Security, Lift, Minimart",None,Selangor
15773,1000,Selangor - Seri Kembangan,Condominium,3.0,1.0,2.0,901,Partially Furnished,"Parking, Tennis Court, Minimart, Playground, Swimming Pool, Security, Gymnasium, Lift","Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor
15774,1400,Selangor - Cheras,Condominium,1.0,1.0,1.0,550,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
15775,1200,Selangor - Shah Alam,Service Residence,1.0,1.0,1.0,570,Not Furnished,"Swimming Pool, Gymnasium, Barbeque area, Security, Multipurpose hall, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
15776,290000,Selangor - Ampang,Condominium,3.0,0.0,2.0,950,Not Furnished,"Swimming Pool, Sauna, Minimart, Security, Playground, Parking",None,Selangor
15777,1300,Selangor - Kajang,Condominium,3.0,2.0,2.0,1101,Fully Furnished,"Jogging Track, Playground, Gymnasium, Security, Lift, Multipurpose hall, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
15778,1000,Selangor - Kajang,Condominium,3.0,2.0,2.0,1023,Partially Furnished,"Security, Playground, Gymnasium, Lift, Parking, Swimming Pool, Minimart, Barbeque area, Multipurpose hall, Club house, Jogging Track","Cooking Allowed, Near KTM/LRT",Selangor
15779,1200,Selangor - Kajang,Condominium,3.0,0.0,2.0,1101,Partially Furnished,"Jogging Track, Playground, Gymnasium, Security, Lift, Multipurpose hall, Swimming Pool",None,Selangor
15780,2200,Selangor - 360,Service Residence,2.0,1.0,2.0,650,Fully Furnished,"Gymnasium, Swimming Pool, Playground, Parking, Barbeque area, Security, Lift, Multipurpose hall, Jogging Track","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Selangor
15781,1700,Selangor - Kuala Langat,Condominium,3.0,0.0,2.0,870,Fully Furnished,"Minimart, Club house, Playground, Gymnasium, Squash Court, Parking, Security, Swimming Pool, Lift",None,Selangor
15782,1200,Selangor - Klang,Apartment,3.0,0.0,2.0,850,Not Furnished,"Jogging Track, Parking, Security, Playground",None,Selangor
15783,1200,Selangor - Ampang,Condominium,3.0,1.0,2.0,1250,Partially Furnished,"Parking, Security, Tennis Court, Squash Court, Swimming Pool, Playground, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed",Selangor
15784,1100,Selangor - Shah Alam,Condominium,1.0,0.0,1.0,500,Fully Furnished,"Barbeque area, Gymnasium, Parking, Playground, Jogging Track, Security, Swimming Pool, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Internet",Selangor
15785,1550,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1305,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Lift, Barbeque area, Minimart, Gymnasium, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed",Selangor
15786,1000,Selangor - Shah Alam,Apartment,2.0,1.0,2.0,435,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Barbeque area, Multipurpose hall","Near KTM/LRT, Cooking Allowed",Selangor
15787,1700,Selangor - Batu Caves,Condominium,3.0,1.0,2.0,991,Fully Furnished,"Minimart, Swimming Pool, Playground, Gymnasium, Barbeque area, Security, Parking, Club house","Air-Cond, Cooking Allowed, Washing Machine, Internet",Selangor
15788,1049,Selangor - Cyberjaya,Condominium,1.0,0.0,1.0,450,Fully Furnished,"Playground, Gymnasium, Sauna, Security, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Selangor
15789,1600,Selangor - Bukit Jelutong,Service Residence,1.0,1.0,1.0,650,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor
15790,1600,Selangor - Shah Alam,Condominium,3.0,2.0,2.0,1003,Fully Furnished,"Security, Parking, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",Selangor
15791,2800,Selangor - Cheras,Service Residence,4.0,3.0,2.0,859,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine, Internet",Selangor
15792,1000,Selangor - Seri Kembangan,Condominium,3.0,1.0,2.0,1101,Partially Furnished,"Security, Playground, Swimming Pool, Minimart, Gymnasium, Sauna, Club house, Tennis Court, Barbeque area, Parking, Jogging Track, Multipurpose hall, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
15793,1400,Selangor - Bandar Mahkota Cheras,Condominium,4.0,2.0,2.0,1400,Partially Furnished,"Parking, Gymnasium, Multipurpose hall, Security, Squash Court, Barbeque area, Sauna, Club house, Minimart, Playground, Swimming Pool, Jogging Track, Lift, Tennis Court","Air-Cond, Cooking Allowed",Selangor
15794,1300,Selangor - Seri Kembangan,Condominium,3.0,1.0,2.0,1202,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
15795,800,Selangor - Petaling Jaya,Apartment,3.0,0.0,1.0,750,Not Furnished,"Playground, Parking, Minimart",Cooking Allowed,Selangor
15796,1150,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,850,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
15797,1200,Selangor - Balakong,Service Residence,1.0,1.0,1.0,500,Fully Furnished,"Barbeque area, Parking, Swimming Pool, Jogging Track, Gymnasium, Multipurpose hall, Sauna, Security, Lift, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor
15798,1700,Selangor - Klang,Service Residence,3.0,2.0,2.0,850,Partially Furnished,Multipurpose hall,None,Selangor
15799,2500,Selangor - Klang,Service Residence,3.0,0.0,2.0,815,Fully Furnished,"Multipurpose hall, Lift, Security, Parking, Gymnasium, Sauna, Barbeque area, Minimart, Swimming Pool, Playground",None,Selangor
15800,1650,Selangor - 639,Service Residence,2.0,1.0,2.0,800,Fully Furnished,"Parking, Playground, Gymnasium, Jogging Track, Swimming Pool, Lift, Security","Air-Cond, Cooking Allowed, Washing Machine",Selangor
15801,900,Selangor - Cyberjaya,Service Residence,1.0,1.0,2.0,600,Fully Furnished,"Minimart, Gymnasium, Playground, Security","Air-Cond, Washing Machine, Cooking Allowed",Selangor
15802,950,Selangor - Cyberjaya,Service Residence,1.0,1.0,1.0,600,Fully Furnished,"Security, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Selangor
15803,1700,Selangor - Cyberjaya,Service Residence,2.0,1.0,2.0,840,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor
15804,1200,Selangor - Cyberjaya,Apartment,3.0,1.0,2.0,500,Fully Furnished,"Minimart, Lift, Playground, Tennis Court, Jogging Track, Sauna, Parking, Swimming Pool, Gymnasium, Security","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet",Selangor
15805,700,Selangor - Sepang,Condominium,1.0,1.0,1.0,450,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Sauna, Gymnasium, Club house",None,Selangor
15806,430,Selangor - Semenyih,Flat,2.0,2.0,1.0,500,Not Furnished,"Parking, Playground, Minimart, Jogging Track",Cooking Allowed,Selangor
15807,1700,Selangor - Cyberjaya,Service Residence,2.0,1.0,2.0,880,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Jogging Track, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Internet",Selangor
15808,800,Selangor - Selayang,Condominium,3.0,0.0,2.0,776,Not Furnished,"Security, Minimart, Parking, Swimming Pool",Cooking Allowed,Selangor
15809,700,Selangor - Cheras,Apartment,3.0,0.0,1.0,800,Partially Furnished,None,"Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Selangor
15810,1200,Selangor - Seri Kembangan,Condominium,5.0,1.0,3.0,1050,Partially Furnished,"Parking, Jogging Track, Security, Tennis Court, Lift, Playground, Barbeque area, Minimart, Club house",None,Selangor
15811,1200,Selangor - Kajang,Condominium,3.0,2.0,2.0,900,Partially Furnished,"Minimart, Club house, Jogging Track, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
15812,950,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,905,Not Furnished,"Parking, Security, Swimming Pool, Playground, Minimart",None,Selangor
15813,1200,Selangor - Sungai Buloh,Apartment,3.0,0.0,2.0,764,Partially Furnished,None,None,Selangor
15814,780,Selangor - Balakong,Apartment,3.0,1.0,2.0,800,Not Furnished,None,None,Selangor
15815,900,Selangor - Kota Damansara,Apartment,3.0,1.0,2.0,750,Not Furnished,"Security, Minimart, Parking, Swimming Pool",None,Selangor
15816,500,Selangor - Rawang,Flat,3.0,2.0,2.0,1000,Not Furnished,Parking,None,Selangor
15817,1100,Selangor - Kajang,Condominium,3.0,1.0,2.0,1020,Not Furnished,"Swimming Pool, Tennis Court, Barbeque area, Parking, Minimart, Playground, Security, Gymnasium",None,Selangor
15818,1400,Selangor - Port Klang,Service Residence,2.0,1.0,1.0,850,Partially Furnished,None,"Air-Cond, Cooking Allowed",Selangor
15819,450,Selangor - Shah Alam,Service Residence,2.0,0.0,1.0,450,Fully Furnished,"Sauna, Swimming Pool, Multipurpose hall, Gymnasium, Squash Court, Security",None,Selangor
